"ModuleGroup","Module","TableReference","ModulePurpose","HttpMethod","Endpoint","ShortDescription","LongDescription"
"HC_F_Appointments","/Appointment-Slot-Blocks","tbl_appointment_slot_blocks","Block date/time windows to prevent booking in unavailable periods.","GET","/API/HARRY-CLINTON/Appointment-Slot-Blocks/:id","View one record","Useful for opening one specific record in detail view screens. Block date/time windows to prevent booking in unavailable periods."
"HC_F_Appointments","/Appointment-Slot-Blocks","tbl_appointment_slot_blocks","Block date/time windows to prevent booking in unavailable periods.","POST","/API/HARRY-CLINTON/Appointment-Slot-Blocks","Create new record","Useful when business users add new data needed for operations and customer experience. Block date/time windows to prevent booking in unavailable periods."
"HC_F_Appointments","/Appointment-Slot-Blocks","tbl_appointment_slot_blocks","Block date/time windows to prevent booking in unavailable periods.","PUT","/API/HARRY-CLINTON/Appointment-Slot-Blocks","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Block date/time windows to prevent booking in unavailable periods."
"HC_F_Appointments","/Appointment-Slot-Blocks","tbl_appointment_slot_blocks","Block date/time windows to prevent booking in unavailable periods.","DELETE","/API/HARRY-CLINTON/Appointment-Slot-Blocks","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Block date/time windows to prevent booking in unavailable periods."
"HC_F_Appointments","/Appointment-Time-Slots","tbl_appointment_time_slots","Manage available appointment times under date slots.","GET","/API/HARRY-CLINTON/Appointment-Time-Slots","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage available appointment times under date slots."
"HC_F_Appointments","/Appointment-Time-Slots","tbl_appointment_time_slots","Manage available appointment times under date slots.","GET","/API/HARRY-CLINTON/Appointment-Time-Slots/:id","View one record","Useful for opening one specific record in detail view screens. Manage available appointment times under date slots."
"HC_F_Appointments","/Appointment-Time-Slots","tbl_appointment_time_slots","Manage available appointment times under date slots.","POST","/API/HARRY-CLINTON/Appointment-Time-Slots","Create new record","Useful when business users add new data needed for operations and customer experience. Manage available appointment times under date slots."
"HC_F_Appointments","/Appointment-Time-Slots","tbl_appointment_time_slots","Manage available appointment times under date slots.","PUT","/API/HARRY-CLINTON/Appointment-Time-Slots","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage available appointment times under date slots."
"HC_F_Appointments","/Appointment-Time-Slots","tbl_appointment_time_slots","Manage available appointment times under date slots.","DELETE","/API/HARRY-CLINTON/Appointment-Time-Slots","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage available appointment times under date slots."
"HC_F_Appointments","/Appointment-Time-Slots","tbl_appointment_time_slots","Manage available appointment times under date slots.","GET","/API/HARRY-CLINTON/Appointment-Time-Slots/by-date/:appointment_date_slot_id","View time slots by date","Useful for showing available appointment times for a selected date. Manage available appointment times under date slots."
"HC_F_Appointments","/Custom-Appointments","tbl_custom_appointments","Manage appointment bookings submitted by customers.","GET","/API/HARRY-CLINTON/Custom-Appointments","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage appointment bookings submitted by customers."
"HC_F_Appointments","/Custom-Appointments","tbl_custom_appointments","Manage appointment bookings submitted by customers.","GET","/API/HARRY-CLINTON/Custom-Appointments/:id","View one record","Useful for opening one specific record in detail view screens. Manage appointment bookings submitted by customers."
"HC_F_Appointments","/Custom-Appointments","tbl_custom_appointments","Manage appointment bookings submitted by customers.","POST","/API/HARRY-CLINTON/Custom-Appointments","Create new record","Useful when business users add new data needed for operations and customer experience. Manage appointment bookings submitted by customers."
"HC_F_Appointments","/Custom-Appointments","tbl_custom_appointments","Manage appointment bookings submitted by customers.","PUT","/API/HARRY-CLINTON/Custom-Appointments","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage appointment bookings submitted by customers."
"HC_F_Appointments","/Custom-Appointments","tbl_custom_appointments","Manage appointment bookings submitted by customers.","DELETE","/API/HARRY-CLINTON/Custom-Appointments","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage appointment bookings submitted by customers."
"I_ Shipping_&_Delivery","/Courier-Partners","tbl_courier_partners","Manage courier providers and their operational profile data.","GET","/API/HARRY-CLINTON/Courier-Partners","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage courier providers and their operational profile data."
"I_ Shipping_&_Delivery","/Courier-Partners","tbl_courier_partners","Manage courier providers and their operational profile data.","GET","/API/HARRY-CLINTON/Courier-Partners/:id","View one record","Useful for opening one specific record in detail view screens. Manage courier providers and their operational profile data."
"I_ Shipping_&_Delivery","/Courier-Partners","tbl_courier_partners","Manage courier providers and their operational profile data.","POST","/API/HARRY-CLINTON/Courier-Partners","Create new record","Useful when business users add new data needed for operations and customer experience. Manage courier providers and their operational profile data."
"I_ Shipping_&_Delivery","/Courier-Partners","tbl_courier_partners","Manage courier providers and their operational profile data.","PUT","/API/HARRY-CLINTON/Courier-Partners","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage courier providers and their operational profile data."
"I_ Shipping_&_Delivery","/Courier-Partners","tbl_courier_partners","Manage courier providers and their operational profile data.","DELETE","/API/HARRY-CLINTON/Courier-Partners","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage courier providers and their operational profile data."
"I_ Shipping_&_Delivery","/Shipment-Events","tbl_shipment_events","Track shipment movement events for customer tracking visibility.","GET","/API/HARRY-CLINTON/Shipment-Events","View records list","Useful for listing and browsing records in admin/customer interfaces. Track shipment movement events for customer tracking visibility."
"I_ Shipping_&_Delivery","/Shipment-Events","tbl_shipment_events","Track shipment movement events for customer tracking visibility.","GET","/API/HARRY-CLINTON/Shipment-Events/:id","View one record","Useful for opening one specific record in detail view screens. Track shipment movement events for customer tracking visibility."
"I_ Shipping_&_Delivery","/Shipment-Events","tbl_shipment_events","Track shipment movement events for customer tracking visibility.","POST","/API/HARRY-CLINTON/Shipment-Events","Create new record","Useful when business users add new data needed for operations and customer experience. Track shipment movement events for customer tracking visibility."
"I_ Shipping_&_Delivery","/Shipment-Events","tbl_shipment_events","Track shipment movement events for customer tracking visibility.","PUT","/API/HARRY-CLINTON/Shipment-Events","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Track shipment movement events for customer tracking visibility."
"I_ Shipping_&_Delivery","/Shipment-Events","tbl_shipment_events","Track shipment movement events for customer tracking visibility.","DELETE","/API/HARRY-CLINTON/Shipment-Events","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Track shipment movement events for customer tracking visibility."
"I_ Shipping_&_Delivery","/Shipments","tbl_shipments","Manage shipment records linked to orders and couriers.","GET","/API/HARRY-CLINTON/Shipments","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage shipment records linked to orders and couriers."
"I_ Shipping_&_Delivery","/Shipments","tbl_shipments","Manage shipment records linked to orders and couriers.","GET","/API/HARRY-CLINTON/Shipments/:id","View one record","Useful for opening one specific record in detail view screens. Manage shipment records linked to orders and couriers."
"I_ Shipping_&_Delivery","/Shipments","tbl_shipments","Manage shipment records linked to orders and couriers.","POST","/API/HARRY-CLINTON/Shipments","Create new record","Useful when business users add new data needed for operations and customer experience. Manage shipment records linked to orders and couriers."
"I_ Shipping_&_Delivery","/Shipments","tbl_shipments","Manage shipment records linked to orders and couriers.","PUT","/API/HARRY-CLINTON/Shipments","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage shipment records linked to orders and couriers."
"I_ Shipping_&_Delivery","/Shipments","tbl_shipments","Manage shipment records linked to orders and couriers.","DELETE","/API/HARRY-CLINTON/Shipments","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage shipment records linked to orders and couriers."
"J_Returns_&_Refunds","/Refunds","tbl_refunds","Manage refund records linked to approved return/payment flows.","GET","/API/HARRY-CLINTON/Refunds","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage refund records linked to approved return/payment flows."
"J_Returns_&_Refunds","/Refunds","tbl_refunds","Manage refund records linked to approved return/payment flows.","GET","/API/HARRY-CLINTON/Refunds/:id","View one record","Useful for opening one specific record in detail view screens. Manage refund records linked to approved return/payment flows."
"J_Returns_&_Refunds","/Refunds","tbl_refunds","Manage refund records linked to approved return/payment flows.","POST","/API/HARRY-CLINTON/Refunds","Create new record","Useful when business users add new data needed for operations and customer experience. Manage refund records linked to approved return/payment flows."
"J_Returns_&_Refunds","/Refunds","tbl_refunds","Manage refund records linked to approved return/payment flows.","PUT","/API/HARRY-CLINTON/Refunds","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage refund records linked to approved return/payment flows."
"J_Returns_&_Refunds","/Refunds","tbl_refunds","Manage refund records linked to approved return/payment flows.","DELETE","/API/HARRY-CLINTON/Refunds","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage refund records linked to approved return/payment flows."
"J_Returns_&_Refunds","/Returns","tbl_returns","Manage customer return requests and their processing state.","GET","/API/HARRY-CLINTON/Returns","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage customer return requests and their processing state."
"J_Returns_&_Refunds","/Returns","tbl_returns","Manage customer return requests and their processing state.","GET","/API/HARRY-CLINTON/Returns/:id","View one record","Useful for opening one specific record in detail view screens. Manage customer return requests and their processing state."
"J_Returns_&_Refunds","/Returns","tbl_returns","Manage customer return requests and their processing state.","POST","/API/HARRY-CLINTON/Returns","Create new record","Useful when business users add new data needed for operations and customer experience. Manage customer return requests and their processing state."
"J_Returns_&_Refunds","/Returns","tbl_returns","Manage customer return requests and their processing state.","PUT","/API/HARRY-CLINTON/Returns","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage customer return requests and their processing state."
"J_Returns_&_Refunds","/Returns","tbl_returns","Manage customer return requests and their processing state.","DELETE","/API/HARRY-CLINTON/Returns","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage customer return requests and their processing state."
"K_Support_Content_&_System_Configuration","/FAQs","tbl_faqs","Manage frequently asked questions displayed on help pages.","GET","/API/HARRY-CLINTON/FAQs","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage frequently asked questions displayed on help pages."
"K_Support_Content_&_System_Configuration","/FAQs","tbl_faqs","Manage frequently asked questions displayed on help pages.","GET","/API/HARRY-CLINTON/FAQs/:id","View one record","Useful for opening one specific record in detail view screens. Manage frequently asked questions displayed on help pages."
"K_Support_Content_&_System_Configuration","/FAQs","tbl_faqs","Manage frequently asked questions displayed on help pages.","POST","/API/HARRY-CLINTON/FAQs","Create new record","Useful when business users add new data needed for operations and customer experience. Manage frequently asked questions displayed on help pages."
"K_Support_Content_&_System_Configuration","/FAQs","tbl_faqs","Manage frequently asked questions displayed on help pages.","PUT","/API/HARRY-CLINTON/FAQs","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage frequently asked questions displayed on help pages."
"K_Support_Content_&_System_Configuration","/FAQs","tbl_faqs","Manage frequently asked questions displayed on help pages.","DELETE","/API/HARRY-CLINTON/FAQs","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage frequently asked questions displayed on help pages."
"K_Support_Content_&_System_Configuration","/Legal-Page-Headers","tbl_legal_page_header","Manage legal page header content such as page title and intro metadata.","GET","/API/HARRY-CLINTON/Legal-Page-Headers","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage legal page header content such as page title and intro metadata."
"K_Support_Content_&_System_Configuration","/Legal-Page-Headers","tbl_legal_page_header","Manage legal page header content such as page title and intro metadata.","GET","/API/HARRY-CLINTON/Legal-Page-Headers/:id","View one record","Useful for opening one specific record in detail view screens. Manage legal page header content such as page title and intro metadata."
"K_Support_Content_&_System_Configuration","/Legal-Page-Headers","tbl_legal_page_header","Manage legal page header content such as page title and intro metadata.","POST","/API/HARRY-CLINTON/Legal-Page-Headers","Create new record","Useful when business users add new data needed for operations and customer experience. Manage legal page header content such as page title and intro metadata."
"K_Support_Content_&_System_Configuration","/Legal-Page-Headers","tbl_legal_page_header","Manage legal page header content such as page title and intro metadata.","PUT","/API/HARRY-CLINTON/Legal-Page-Headers","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage legal page header content such as page title and intro metadata."
"K_Support_Content_&_System_Configuration","/Legal-Page-Headers","tbl_legal_page_header","Manage legal page header content such as page title and intro metadata.","DELETE","/API/HARRY-CLINTON/Legal-Page-Headers","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage legal page header content such as page title and intro metadata."
"K_Support_Content_&_System_Configuration","/Legal-Page-Sections","tbl_legal_page_sections","Manage legal content sections displayed on policy/terms pages.","GET","/API/HARRY-CLINTON/Legal-Page-Sections","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage legal content sections displayed on policy/terms pages."
"K_Support_Content_&_System_Configuration","/Legal-Page-Sections","tbl_legal_page_sections","Manage legal content sections displayed on policy/terms pages.","GET","/API/HARRY-CLINTON/Legal-Page-Sections/:id","View one record","Useful for opening one specific record in detail view screens. Manage legal content sections displayed on policy/terms pages."
"K_Support_Content_&_System_Configuration","/Legal-Page-Sections","tbl_legal_page_sections","Manage legal content sections displayed on policy/terms pages.","POST","/API/HARRY-CLINTON/Legal-Page-Sections","Create new record","Useful when business users add new data needed for operations and customer experience. Manage legal content sections displayed on policy/terms pages."
"K_Support_Content_&_System_Configuration","/Legal-Page-Sections","tbl_legal_page_sections","Manage legal content sections displayed on policy/terms pages.","PUT","/API/HARRY-CLINTON/Legal-Page-Sections","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage legal content sections displayed on policy/terms pages."
"K_Support_Content_&_System_Configuration","/Legal-Page-Sections","tbl_legal_page_sections","Manage legal content sections displayed on policy/terms pages.","DELETE","/API/HARRY-CLINTON/Legal-Page-Sections","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage legal content sections displayed on policy/terms pages."
"K_Support_Content_&_System_Configuration","/Newsletter-Subscriptions","tbl_newsletter_subscriptions","Manage newsletter opt-ins and audience records.","GET","/API/HARRY-CLINTON/Newsletter-Subscriptions","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage newsletter opt-ins and audience records."
"K_Support_Content_&_System_Configuration","/Newsletter-Subscriptions","tbl_newsletter_subscriptions","Manage newsletter opt-ins and audience records.","GET","/API/HARRY-CLINTON/Newsletter-Subscriptions/:id","View one record","Useful for opening one specific record in detail view screens. Manage newsletter opt-ins and audience records."
"K_Support_Content_&_System_Configuration","/Newsletter-Subscriptions","tbl_newsletter_subscriptions","Manage newsletter opt-ins and audience records.","POST","/API/HARRY-CLINTON/Newsletter-Subscriptions","Create new record","Useful when business users add new data needed for operations and customer experience. Manage newsletter opt-ins and audience records."
"K_Support_Content_&_System_Configuration","/Newsletter-Subscriptions","tbl_newsletter_subscriptions","Manage newsletter opt-ins and audience records.","PUT","/API/HARRY-CLINTON/Newsletter-Subscriptions","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage newsletter opt-ins and audience records."
"K_Support_Content_&_System_Configuration","/Newsletter-Subscriptions","tbl_newsletter_subscriptions","Manage newsletter opt-ins and audience records.","DELETE","/API/HARRY-CLINTON/Newsletter-Subscriptions","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage newsletter opt-ins and audience records."
"K_Support_Content_&_System_Configuration","/Settings","tbl_settings","Manage system-level configuration values used by business flows.","GET","/API/HARRY-CLINTON/Settings","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage system-level configuration values used by business flows."
"K_Support_Content_&_System_Configuration","/Settings","tbl_settings","Manage system-level configuration values used by business flows.","GET","/API/HARRY-CLINTON/Settings/:id","View one record","Useful for opening one specific record in detail view screens. Manage system-level configuration values used by business flows."
"K_Support_Content_&_System_Configuration","/Settings","tbl_settings","Manage system-level configuration values used by business flows.","POST","/API/HARRY-CLINTON/Settings","Create new record","Useful when business users add new data needed for operations and customer experience. Manage system-level configuration values used by business flows."
"K_Support_Content_&_System_Configuration","/Settings","tbl_settings","Manage system-level configuration values used by business flows.","PUT","/API/HARRY-CLINTON/Settings","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage system-level configuration values used by business flows."
"K_Support_Content_&_System_Configuration","/Settings","tbl_settings","Manage system-level configuration values used by business flows.","DELETE","/API/HARRY-CLINTON/Settings","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage system-level configuration values used by business flows."
"K_Support_Content_&_System_Configuration","/Support-Contacts","tbl_support_contacts","Manage support channels shown to customers.","GET","/API/HARRY-CLINTON/Support-Contacts","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage support channels shown to customers."
"K_Support_Content_&_System_Configuration","/Support-Contacts","tbl_support_contacts","Manage support channels shown to customers.","GET","/API/HARRY-CLINTON/Support-Contacts/:id","View one record","Useful for opening one specific record in detail view screens. Manage support channels shown to customers."
"K_Support_Content_&_System_Configuration","/Support-Contacts","tbl_support_contacts","Manage support channels shown to customers.","POST","/API/HARRY-CLINTON/Support-Contacts","Create new record","Useful when business users add new data needed for operations and customer experience. Manage support channels shown to customers."
"K_Support_Content_&_System_Configuration","/Support-Contacts","tbl_support_contacts","Manage support channels shown to customers.","PUT","/API/HARRY-CLINTON/Support-Contacts","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage support channels shown to customers."
"K_Support_Content_&_System_Configuration","/Support-Contacts","tbl_support_contacts","Manage support channels shown to customers.","DELETE","/API/HARRY-CLINTON/Support-Contacts","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage support channels shown to customers."
"L_Ratings_&_Reviews","/Product-Rating-Summary","tbl_product_rating_summary","Store aggregate rating values for product-level display.","GET","/API/HARRY-CLINTON/Product-Rating-Summary","View records list","Useful for listing and browsing records in admin/customer interfaces. Store aggregate rating values for product-level display."
"L_Ratings_&_Reviews","/Product-Rating-Summary","tbl_product_rating_summary","Store aggregate rating values for product-level display.","GET","/API/HARRY-CLINTON/Product-Rating-Summary/:id","View one record","Useful for opening one specific record in detail view screens. Store aggregate rating values for product-level display."
"L_Ratings_&_Reviews","/Product-Rating-Summary","tbl_product_rating_summary","Store aggregate rating values for product-level display.","POST","/API/HARRY-CLINTON/Product-Rating-Summary","Create new record","Useful when business users add new data needed for operations and customer experience. Store aggregate rating values for product-level display."
"L_Ratings_&_Reviews","/Product-Rating-Summary","tbl_product_rating_summary","Store aggregate rating values for product-level display.","PUT","/API/HARRY-CLINTON/Product-Rating-Summary","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Store aggregate rating values for product-level display."
"L_Ratings_&_Reviews","/Product-Rating-Summary","tbl_product_rating_summary","Store aggregate rating values for product-level display.","DELETE","/API/HARRY-CLINTON/Product-Rating-Summary","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Store aggregate rating values for product-level display."
"L_Ratings_&_Reviews","/Review-Media","tbl_review_media","Manage photos/videos attached to customer reviews.","GET","/API/HARRY-CLINTON/Review-Media","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage photos/videos attached to customer reviews."
"L_Ratings_&_Reviews","/Review-Media","tbl_review_media","Manage photos/videos attached to customer reviews.","GET","/API/HARRY-CLINTON/Review-Media/:id","View one record","Useful for opening one specific record in detail view screens. Manage photos/videos attached to customer reviews."
"L_Ratings_&_Reviews","/Review-Media","tbl_review_media","Manage photos/videos attached to customer reviews.","POST","/API/HARRY-CLINTON/Review-Media","Create new record","Useful when business users add new data needed for operations and customer experience. Manage photos/videos attached to customer reviews."
"L_Ratings_&_Reviews","/Review-Media","tbl_review_media","Manage photos/videos attached to customer reviews.","PUT","/API/HARRY-CLINTON/Review-Media","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage photos/videos attached to customer reviews."
"L_Ratings_&_Reviews","/Review-Media","tbl_review_media","Manage photos/videos attached to customer reviews.","DELETE","/API/HARRY-CLINTON/Review-Media","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage photos/videos attached to customer reviews."
"L_Ratings_&_Reviews","/Reviews","tbl_product_reviews","Manage customer product reviews and moderation state.","GET","/API/HARRY-CLINTON/Reviews","View records list","Useful for listing and browsing records in admin/customer interfaces. Manage customer product reviews and moderation state."
"L_Ratings_&_Reviews","/Reviews","tbl_product_reviews","Manage customer product reviews and moderation state.","GET","/API/HARRY-CLINTON/Reviews/:id","View one record","Useful for opening one specific record in detail view screens. Manage customer product reviews and moderation state."
"L_Ratings_&_Reviews","/Reviews","tbl_product_reviews","Manage customer product reviews and moderation state.","POST","/API/HARRY-CLINTON/Reviews","Create new record","Useful when business users add new data needed for operations and customer experience. Manage customer product reviews and moderation state."
"L_Ratings_&_Reviews","/Reviews","tbl_product_reviews","Manage customer product reviews and moderation state.","PUT","/API/HARRY-CLINTON/Reviews","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Manage customer product reviews and moderation state."
"L_Ratings_&_Reviews","/Reviews","tbl_product_reviews","Manage customer product reviews and moderation state.","DELETE","/API/HARRY-CLINTON/Reviews","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Manage customer product reviews and moderation state."
"L_Ratings_&_Reviews","/Review-Votes","tbl_review_votes","Track helpfulness votes on reviews.","GET","/API/HARRY-CLINTON/Review-Votes","View records list","Useful for listing and browsing records in admin/customer interfaces. Track helpfulness votes on reviews."
"L_Ratings_&_Reviews","/Review-Votes","tbl_review_votes","Track helpfulness votes on reviews.","GET","/API/HARRY-CLINTON/Review-Votes/:id","View one record","Useful for opening one specific record in detail view screens. Track helpfulness votes on reviews."
"L_Ratings_&_Reviews","/Review-Votes","tbl_review_votes","Track helpfulness votes on reviews.","POST","/API/HARRY-CLINTON/Review-Votes","Create new record","Useful when business users add new data needed for operations and customer experience. Track helpfulness votes on reviews."
"L_Ratings_&_Reviews","/Review-Votes","tbl_review_votes","Track helpfulness votes on reviews.","PUT","/API/HARRY-CLINTON/Review-Votes","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Track helpfulness votes on reviews."
"L_Ratings_&_Reviews","/Review-Votes","tbl_review_votes","Track helpfulness votes on reviews.","DELETE","/API/HARRY-CLINTON/Review-Votes","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Track helpfulness votes on reviews."
"L_Ratings_&_Reviews","/Variant-Rating-Summary","tbl_variant_rating_summary","Store aggregate rating values for variant-level display.","GET","/API/HARRY-CLINTON/Variant-Rating-Summary","View records list","Useful for listing and browsing records in admin/customer interfaces. Store aggregate rating values for variant-level display."
"L_Ratings_&_Reviews","/Variant-Rating-Summary","tbl_variant_rating_summary","Store aggregate rating values for variant-level display.","GET","/API/HARRY-CLINTON/Variant-Rating-Summary/:id","View one record","Useful for opening one specific record in detail view screens. Store aggregate rating values for variant-level display."
"L_Ratings_&_Reviews","/Variant-Rating-Summary","tbl_variant_rating_summary","Store aggregate rating values for variant-level display.","POST","/API/HARRY-CLINTON/Variant-Rating-Summary","Create new record","Useful when business users add new data needed for operations and customer experience. Store aggregate rating values for variant-level display."
"L_Ratings_&_Reviews","/Variant-Rating-Summary","tbl_variant_rating_summary","Store aggregate rating values for variant-level display.","PUT","/API/HARRY-CLINTON/Variant-Rating-Summary","Update existing record","Useful for correcting details, status changes, and keeping live data accurate. Store aggregate rating values for variant-level display."
"L_Ratings_&_Reviews","/Variant-Rating-Summary","tbl_variant_rating_summary","Store aggregate rating values for variant-level display.","DELETE","/API/HARRY-CLINTON/Variant-Rating-Summary","Delete/disable record","Useful for removing inactive data from active flows while maintaining data hygiene. Store aggregate rating values for variant-level display."
